speaker,utterance_num,utterance
Therapist,131,": Mmm, mmm. It seems, it seems to me that you're uh feeling it ... you know what it's like to be in desperation and you know what it could drag you to, and so maybe that’s what’s happened to some of them. Something like that."
Client,132,": For sure. For sure. And I think that I ... I think my, my heart goes out to people like that, people who can't afford to to do this or whatever, and ... because see, I had a lot of money and you know, it all left. And uh, but in a way I'm happier now, you know. But I really don't know, not sure really where to go next, but I know that I don't really want that kind of life anymore. That I wanna give, I wanna help, and I wanna talk to people or whatever, and before I do that, you know, I wanna get my thing together, and a part of that is just maybe admitting, you know, and I guess maybe admitting that I'm hurt and showing and expressing my hurt or whatever will, will reaffirm the fact that I'm a person  Because apart from that, I think showing that is a, you know, pulling myself up too high,  you know, and that’s what everybody, you know, that's the way everything was."
Therapist,132,": ""I don't, I don't feel it ... I don't hurt, I'm, I'm fine""... That’s a lot of bullshit."
Client,133,": For sure. But at least I'm admitting to you that I'm hurt, you know."
Therapist,133,": Yeah, that's right, mmm. And just for a moment there, I felt you really were experiencing that too, really feeling that stick shoved up your ass. Rogers’ Transcripts, Volume 12, Dione, 2nd Interview, page 105"
Client,134,": Oh, yeah, you know, when I, you know, what is, you know how your natural reaction, you know, when you start feeling stuff like that, or at least when I do, I just kind of, you know, I've got to put it all out of, out of my mind, bring it down to a different level. And I think that's what I'm doing, I keep doing, you know, when I get to the point. Gotta bring it to a safe level."
Therapist,134,": Yeah. That's right. You get that close, you get that close to the pit and then pull away a little."
Client,135,":  For sure. You, you ... is it all right to have everybody else to blame?   You know, for your, for your problem, instead of sharing some of that. But I shared, you know, I, I, I think I've really, I shared that, you know."
Therapist,135,": I think ... I think what you're saying is, ""I feel as though, dammit, everybody else is to blame. My mind says, Oh, no, you have, you probably have a part in it too, but...""  ...your feelings are ..."
Client,136,": Yeah, yeah. And I guess I hurt myself. I didn't, other people ... maybe if I can clarify that ... I let myself be hurt.  You know, because I just gave too much, you know."
Therapist,136,: Mmm. Made yourself vulnerable sometimes.
Client,137,: Really. And not sometimes ... most of the times.
Therapist,137,: Most of the times.
Client,138,": You know, by being, you know, just by being, by sharing, by being there, by giving, you know, and really loving. Because I do have that sense of a total, you know, that just, I wanna love, that's my nature."
Therapist,138,": Mmm, mmm."
Client,139,": But you know, I, I've really never been this beaten. I never ... you know, never have."
Therapist,139,: I want to be clear about your meaning. You've never felt so much of being beaten as you do right now? Is that what you're saying?
Client,140,": Well, through this whole thing, you know."
Therapist,140,: Yeah.
Client,141,": Just beaten, you know, just really beaten, and I think that if I show you how much Rogers’ Transcripts, Volume 12, Dione, 2nd Interview, page 106 I've been beaten or whatever, you know, like I'd probably, you know, become nothing in this chair, you know, just ...  You know?"
Therapist,141,: You might practically disappear if you really let me know how hurt and beaten and awful you feel.
Client,142,": Mmm, for sure. For sure. You know, I could tell you some times I mean that would just, you know, maybe blow you away, you know.  ...  Really too much for me."
Therapist,142,: Hmm?
Client,143,: It's really too much for me.
Therapist,143,: Too much. Mmm.
Client,144,: I feel like it.
Therapist,144,": I, I think you feel as though, ""I've gone about as far as I can go at this point""."
Client,145,": Yeah. Mmm, yeah, really.  When I start smiling, I know I am."
Therapist,145,: Mmm. Taking a drink of water.
Client,146,": For sure.  Well, you know, but I'm being truthful about it anyway."
Therapist,146,"Mmm, yeah. Yeah, I feel, I feel too. Uh, you've walked around that pit of hurt and pain and beaten-ness, and you've, you've felt some of it and uh, and perhaps that's as far as you can go right at this moment."
Client,147,: Yeah.
Therapist,147,": Even though you know there's more there, you know that you're keeping some of it down. Um and to know those things may be helpful too."
Client,148,": Yeah. You see, because I, I can talk about this leukemia and and all this stuff and everything like that and ...  well, I guess it's you know..."
Therapist,148,": Fascinating. And it's easier to talk about leukemia and the possibility of death and all that, than it is to talk about all the hurt and awfulness that you've suffered."
Client,149,": Yeah.  Whew, oh, I really, whew, a lot, you know . I have to stop. OK?"
Therapist,149,": OK. All right, mmm. Gone about as far as you can go. Rogers’ Transcripts, Volume 12, Dione, 2nd Interview, page 107"
Client,150,: Right.
Therapist,150,": Mmm. OK, we'll call it quits. Rogers’ Transcripts, Volume 12, Dione, 2nd Interview, page 108 FINAL COMMENT BY ROGERS [Source: Box 137/4, Carl Rogers Papers, Manuscript Division, Library of Congress, Washington, DC] Here is an armor-plated man. He has been sufficiently hurt that he hides his real feelings very deeply. But in this relationship, the armor begins to crack - just begins to crack. He says, ""This is the first time I've ever talked to anybody that I haven't really been in control"". So in this understanding climate he lets himself creep closer to the experiencing of his feelings. My image is that he is walking all around his own private slough of despond. We find the upper layer is anger, but further down in the slime are the unspeakable hurts, and the feelings of being tramped on, defeated and humiliated. He gets so close to experiencing some of this, that his expressions become eloquent nonverbal communication: ""Ooooh!"" ""Whew! Whew, oh, whew! I've got to stop"". I feel that at that moment he puts his foot into this dreaded pit, but then has to draw back. I don't regret this. I regard it as demonstrating the wisdom of the client. He knows where the worst spots are in his experiencing. He knows what he can tolerate. He has to proceed at his own pace. Along the way we see how powerful metaphor is in the deeper ranges of psychotherapy. Metaphor is so much more expressive than an intellectual description... The lump in his throat... The ability to speak from ""up here"" and not from ""down there""... The goddamn tree stuck up his ass... The green slime that must be vomited... They all speak vividly of his feelings, without naming those feelings. From an intellectual and theoretical point of view there are bits that fascinate me. His introjected self is his cultured self, the quotes ""credit to his race"". It has little relation to the real feelings in which he could discover his real self. Another bit. He reports very convincingly that if he let his feelings all out, it would make him sick again. But hearing those exact words spoken acceptantly by me, makes him realize it's a ridiculous view. To me that's a fascinating interchange. Here’s another bit. When I give him full permission to be as angry as he wishes, that stops him completely. Then he can no longer avoid the fact that it is not his anger that he is afraid of, but the hurting and vulnerable part of him. Then there is the mourning which accompanies unexpressed love, the love for his father-in-law which he was never able to communicate. I think he gained from communicating it to me. Finally, he makes it very clear that for him there are many more frightening aspects of his life than the prospect of death. Somehow this seems to contain a message for all of us. As for me, I felt very present in the relationship, an understanding companion on this trip of exploration which seemed so potentially dangerous to him. I think it is a good example of how I work with an articulate client. Rogers’ Transcripts, Volume 12, Dione, Post-Session Commentary, page 109"
